"SCD"	"Transcripts"	"Gender"	"Age"	"Ethnicity"	"Education"	"Occupation"	"Languages"	"First.Lang"	"Partner.ID"	"Relationship"	"conv"	"ah"	"lah"	"lor"	"leh"	"hor"	"mah"	"meh"	"sia"
"3213-2"	"Same Room"	"M"	"3X"	"INDIAN"	"DIPLOMA"	"FREELANCE"	"ENGLISH"	"ENGLISH"	"3213-1"	"FRIENDS"	"3213"	95	54	1	6	0	0	4	2

"3214-1"	"Same Room"	"M"	"4X"	"MALAY"	"O-LEVEL"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3214-2"	"FRIENDS"	"3214"	103	165	1	2	0	0	0	0

"3214-2"	"Same Room"	"M"	"4X"	"MALAY"	"N-LEVEL"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3214-1"	"FRIENDS"	"3214"	296	65	0	0	0	0	0	1

"3215-1"	"Same Room"	"M"	"3X"	"MALAY"	"O-LEVEL"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3215-2"	"FRIENDS"	"3215"	233	105	0	0	0	0	0	1

"3215-2"	"Same Room"	"M"	"4X"	"INDIAN"	"O-LEVEL"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3215-1"	"FRIENDS"	"3215"	66	41	1	0	0	0	1	2

"3216-1"	"Same Room"	"M"	"3X"	"MALAY"	"N-LEVEL"	"PART-TIME"	"ENGLISH"	"ENGLISH"	"3216-2"	"FRIENDS"	"3216"	61	25	0	0	0	0	0	0

"3216-2"	"Same Room"	"M"	"3X"	"INDIAN"	"N-LEVEL"	"PART-TIME"	"ENGLISH"	"ENGLISH"	"3216-1"	"FRIENDS"	"3216"	21	5	0	0	0	0	0	1

"3217-1"	"Same Room"	"M"	"4X"	"INDIAN"	"O-LEVEL"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3217-2"	"FRIENDS"	"3217"	201	147	0	3	0	1	3	9

"3217-2"	"Same Room"	"M"	"4X"	"INDIAN"	"O-LEVEL"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3217-1"	"FRIENDS"	"3217"	63	50	2	1	0	0	2	6

"3218-1"	"Same Room"	"M"	"5X"	"MALAY"	"O-LEVEL"	"MANAGEMENT"	"ENGLISH"	"ENGLISH"	"3218-2"	"FRIENDS"	"3218"	468	107	0	1	0	0	0	10

"3218-2"	"Same Room"	"M"	"3X"	"MALAY"	"O-LEVEL"	"OPERATIONS"	"ENGLISH"	"ENGLISH"	"3218-1"	"FRIENDS"	"3218"	59	7	0	0	0	0	0	1

"3219-1"	"Same Room"	"M"	"4X"	"INDIAN"	"O-LEVEL"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3219-2"	"FRIENDS"	"3219"	23	55	2	0	0	0	0	0

"3219-2"	"Same Room"	"M"	"4X"	"INDIAN"	"O-LEVEL"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3219-1"	"FRIENDS"	"3219"	38	38	1	1	0	0	1	0

"3220-1"	"Same Room"	"M"	"6X"	"INDIAN"	"O-LEVEL"	"FREELANCE "	"ENGLISH"	"ENGLISH"	"3220-2"	"FRIENDS"	"3220"	325	442	1	1	0	1	1	0

"3220-2"	"Same Room"	"M"	"4X"	"INDIAN"	"O-LEVEL"	"FREELANCE "	"ENGLISH"	"ENGLISH"	"3220-1"	"FRIENDS"	"3220"	16	15	0	0	0	0	0	0

"3221-1"	"Same Room"	"M"	"5X"	"MALAY"	"O-LEVEL"	"TECHNICIAN"	"ENGLISH"	"ENGLISH"	"3221-2"	"FAMILY"	"3221"	400	89	0	4	0	0	0	1

"3221-2"	"Same Room"	"M"	"5X"	"MALAY"	"N-LEVEL"	"TECHNICIAN"	"ENGLISH"	"ENGLISH"	"3221-1"	"FAMILY"	"3221"	223	67	0	4	0	0	1	1

"3222-1"	"Same Room"	"M"	"4X"	"INDIAN"	"N-LEVEL"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3222-2"	"FRIENDS"	"3222"	153	94	14	5	0	0	8	2

"3222-2"	"Same Room"	"M"	"4X"	"INDIAN"	"N-LEVEL"	"FREELANCE "	"ENGLISH"	"ENGLISH"	"3222-1"	"FRIENDS"	"3222"	56	19	0	0	0	0	0	0

"3223-1"	"Same Room"	"M"	"5X"	"MALAY"	"O-LEVEL"	"FREELANCE "	"ENGLISH"	"ENGLISH"	"3223-2"	"FRIENDS"	"3223"	158	165	0	5	0	2	0	0

"3223-2"	"Same Room"	"M"	"4X"	"INDIAN"	"N-LEVEL"	"TECHNICIAN"	"ENGLISH"	"ENGLISH"	"3223-1"	"FRIENDS"	"3223"	508	410	2	1	1	0	0	1

"3224-1"	"Same Room"	"M"	"4X"	"INDIAN"	"N-LEVEL"	"OPERATIONS"	"ENGLISH"	"ENGLISH"	"3224-2"	"PARTNER"	"3224"	80	62	1	5	0	0	0	0

"3224-2"	"Same Room"	"F"	"4X"	"MALAY"	"N-LEVEL"	"OPERATIONS"	"ENGLISH"	"ENGLISH"	"3224-1"	"PARTNER"	"3224"	61	94	3	4	0	0	2	1

"3225-1"	"Same Room"	"M"	"4X"	"MALAY"	"DIPLOMA"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3225-2"	"FRIENDS"	"3225"	43	43	0	1	0	0	0	0

"3225-2"	"Same Room"	"M"	"4X"	"MALAY"	"DIPLOMA"	"EXECUTIVE"	"ENGLISH"	"ENGLISH"	"3225-1"	"FRIENDS"	"3225"	67	78	0	0	1	0	0	1

"3226-1"	"Same Room"	"M"	"5X"	"MALAY"	"N-LEVEL"	"SALES "	"ENGLISH"	"ENGLISH"	"3226-2"	"FRIENDS"	"3226"	68	21	0	0	0	0	0	0

"3226-2"	"Same Room"	"M"	"4X"	"MALAY"	"BACHELOR"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3226-1"	"FRIENDS"	"3226"	4	1	1	0	0	0	0	0

"3228-1"	"Same Room"	"M"	"4X"	"INDIAN"	"A-LEVEL"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3228-2"	"FRIENDS "	"3228"	137	243	3	20	3	0	19	22

"3228-2"	"Same Room"	"M"	"4X"	"INDIAN"	"A-LEVEL"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3228-1"	"FRIENDS "	"3228"	102	85	0	23	1	0	22	9

"3229-1"	"Same Room"	"M"	"4X"	"MALAY"	"N-LEVEL"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3229-2"	"FRIENDS "	"3229"	406	70	3	1	2	0	1	0

"3229-2"	"Same Room"	"M"	"4X"	"MALAY"	"N-LEVEL"	"OPERATIONS"	"ENGLISH"	"ENGLISH"	"3229-1"	"FRIENDS "	"3229"	130	160	1	2	0	0	2	1

"3230-1"	"Same Room"	"M"	"4X"	"INDIAN"	"N-LEVEL"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3230-2"	"FRIENDS "	"3230"	78	21	0	0	0	0	0	0

"3230-2"	"Same Room"	"M"	"4X"	"INDIAN"	"N-LEVEL"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3230-1"	"FRIENDS "	"3230"	12	23	0	0	0	0	0	0

"3231-1"	"Same Room"	"F"	"4X"	"MALAY"	"N-LEVEL"	"F&B"	"ENGLISH"	"ENGLISH"	"3231-2"	"FRIENDS "	"3231"	86	123	0	2	0	1	1	22

"3231-2"	"Same Room"	"M"	"4X"	"MALAY"	"N-LEVEL"	"FREELANCE "	"ENGLISH"	"ENGLISH"	"3231-1"	"FRIENDS "	"3231"	111	226	0	3	0	0	2	5

"3232-1"	"Same Room"	"M"	"4X"	"MALAY"	"N-LEVEL"	"DRIVER"	"ENGLISH"	"ENGLISH"	"3232-2"	"FRIENDS "	"3232"	78	75	0	4	0	1	4	3

"3232-2"	"Same Room"	"M"	"4X"	"INDIAN"	"DIPLOMA"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3232-1"	"FRIENDS "	"3232"	95	113	5	5	0	1	2	1

"3233-1"	"Same Room"	"M"	"4X"	"MALAY"	"N-LEVEL"	"ADMINISTRATION"	"ENGLISH"	"ENGLISH"	"3233-2"	"PARTNER"	"3233"	58	103	0	0	0	5	11	9

"3233-2"	"Same Room"	"F"	"4X"	"MALAY"	"PLSE"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3233-1"	"PARTNER"	"3233"	36	39	2	0	0	0	2	0

"3234-1"	"Same Room"	"M"	"4X"	"MALAY"	"DIPLOMA"	"TECHNICIAN"	"ENGLISH"	"ENGLISH"	"3234-2"	"PARTNER"	"3234"	220	131	0	0	0	2	0	1

"3234-2"	"Same Room"	"F"	"4X"	"MALAY"	"N-LEVEL"	"OPERATIONS"	"ENGLISH"	"ENGLISH"	"3234-1"	"PARTNER"	"3234"	90	181	0	3	0	2	5	0

"3235-1"	"Same Room"	"M"	"5X"	"MALAY"	"N-LEVEL"	"DRIVER"	"ENGLISH"	"ENGLISH"	"3235-2"	"FRIENDS "	"3235"	186	85	0	4	0	16	0	0

"3235-2"	"Same Room"	"M"	"5X"	"INDIAN"	"O-LEVEL"	"DRIVER"	"ENGLISH"	"ENGLISH"	"3235-1"	"FRIENDS "	"3235"	169	307	0	1	0	0	0	0

"3236-1"	"Same Room"	"F"	"4X"	"MALAY"	"O-LEVEL"	"DRIVER"	"ENGLISH"	"ENGLISH"	"3236-2"	"PARTNER"	"3236"	138	101	0	2	0	0	1	1

"3236-2"	"Same Room"	"M"	"5X"	"MALAY"	"N-LEVEL"	"DRIVER"	"ENGLISH"	"ENGLISH"	"3236-1"	"PARTNER"	"3236"	59	60	0	2	0	0	2	3

"3239-1"	"Same Room"	"F"	"5X"	"MALAY"	"O-LEVEL"	"SALES "	"ENGLISH"	"ENGLISH"	"3239-2"	"FRIENDS "	"3239"	6	9	0	0	2	0	0	0

"3239-2"	"Same Room"	"M"	"4X"	"INDIAN"	"DIPLOMA"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3239-1"	"FRIENDS "	"3239"	22	33	0	0	0	0	0	0

"3240-1"	"Same Room"	"F"	"4X"	"INDIAN"	"PLSE"	"OPERATIONS"	"ENGLISH"	"ENGLISH"	"3240-2"	"FRIENDS "	"3240"	51	81	1	0	0	0	1	0

"3240-2"	"Same Room"	"F"	"4X"	"MALAY"	"O-LEVEL"	"OPERATIONS"	"ENGLISH"	"ENGLISH"	"3240-1"	"FRIENDS "	"3240"	358	186	2	0	0	0	0	1

"3241-1"	"Same Room"	"M"	"4X"	"INDIAN"	"DIPLOMA"	"SALES "	"ENGLISH"	"ENGLISH"	"3241-2"	"FRIENDS "	"3241"	74	38	8	9	0	0	7	24

"3241-2"	"Same Room"	"M"	"4X"	"MALAY"	"N-LEVEL"	"SALES "	"ENGLISH"	"ENGLISH"	"3241-1"	"FRIENDS "	"3241"	306	368	10	11	1	9	4	12

"3242-1"	"Same Room"	"M"	"5X"	"INDIAN"	"N-LEVEL"	"LAW & ORDER"	"ENGLISH"	"ENGLISH"	"3242-2"	"FRIENDS "	"3242"	6	52	0	0	0	0	0	1

"3242-2"	"Same Room"	"M"	"5X"	"INDIAN"	"O-LEVEL"	"DRIVER"	"ENGLISH"	"ENGLISH"	"3242-1"	"FRIENDS "	"3242"	7	23	0	0	0	0	0	0

"3243-1"	"Same Room"	"M"	"4X"	"INDIAN"	"O-LEVEL"	"LAW & ORDER"	"ENGLISH"	"ENGLISH"	"3243-2"	"FRIENDS "	"3243"	187	250	1	2	0	0	0	2

"3243-2"	"Same Room"	"M"	"4X"	"INDIAN"	"O-LEVEL"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3243-1"	"FRIENDS "	"3243"	211	245	1	10	0	4	2	0

"3244-1"	"Same Room"	"M"	"5X"	"INDIAN"	"N-LEVEL"	"EDUCATOR"	"ENGLISH"	"ENGLISH"	"3244-2"	"FRIENDS "	"3244"	265	487	11	6	0	3	5	0

"3244-2"	"Same Room"	"M"	"4X"	"INDIAN"	"DIPLOMA"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3244-1"	"FRIENDS "	"3244"	213	308	1	1	0	2	2	9

"3245-1"	"Same Room"	"F"	"4X"	"INDIAN"	"O-LEVEL"	"HOMEMAKER"	"ENGLISH"	"ENGLISH"	"3245-2"	"PARTNER"	"3245"	50	111	0	1	0	0	4	0

"3245-2"	"Same Room"	"M"	"4X"	"INDIAN"	"N-LEVEL"	"LOGISTICS"	"ENGLISH"	"ENGLISH"	"3245-1"	"PARTNER"	"3245"	129	238	2	4	1	0	6	1

"3246-1"	"Same Room"	"M"	"5X"	"INDIAN"	"O-LEVEL"	"MANAGEMENT"	"ENGLISH"	"ENGLISH"	"3246-2"	"FRIENDS"	"3246"	408	239	0	0	0	5	0	1

"3246-2"	"Same Room"	"M"	"4X"	"INDIAN"	"A-LEVEL"	"MILITARY"	"ENGLISH"	"ENGLISH"	"3246-1"	"FRIENDS"	"3246"	293	289	15	0	0	8	0	2

"3247-1"	"Same Room"	"M"	"4X"	"MALAY"	"O-LEVEL"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3247-2"	"FRIENDS"	"3247"	419	78	0	5	0	4	5	20

"3247-2"	"Same Room"	"M"	"4X"	"MALAY"	"N-LEVEL"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3247-1"	"FRIENDS"	"3247"	339	61	0	2	0	0	1	34

"3248-1"	"Same Room"	"M"	"5X"	"INDIAN"	"DIPLOMA"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3248-2"	"FRIENDS"	"3248"	36	246	0	1	0	0	0	0

"3248-2"	"Same Room"	"M"	"5X"	"INDIAN"	"DIPLOMA"	"DELIVERY"	"ENGLISH"	"ENGLISH"	"3248-1"	"FRIENDS"	"3248"	39	287	0	0	0	0	0	0

"3250-1"	"Same Room"	"M"	"4X"	"INDIAN"	"N-LEVEL"	"OPERATIONS"	"ENGLISH"	"ENGLISH"	"3250-2"	"PARTNER"	"3250"	136	123	1	0	0	0	0	8

"3250-2"	"Same Room"	"F"	"4X"	"INDIAN"	"BACHELOR"	"HOMEMAKER"	"ENGLISH"	"ENGLISH"	"3250-1"	"PARTNER"	"3250"	56	93	0	0	0	0	2	6

"3251-1"	"Same Room"	"M"	"4X"	"MALAY"	"N-LEVEL"	"SALES"	"ENGLISH"	"ENGLISH"	"3251-2"	"PARTNER"	"3251"	51	58	1	0	0	0	1	0

"3251-2"	"Same Room"	"F"	"4X"	"MALAY"	"O-LEVEL"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3251-1"	"PARTNER"	"3251"	25	44	0	0	0	1	0	2

"3252-1"	"Same Room"	"M"	"5X"	"INDIAN"	"O-LEVEL"	"OPERATIONS"	"ENGLISH"	"ENGLISH"	"3252-2"	"FRIENDS"	"3252"	33	96	0	2	1	2	0	0

"3252-2"	"Same Room"	"M"	"4X"	"INDIAN"	"BACHELOR"	"UNEMPLOYED"	"ENGLISH"	"ENGLISH"	"3252-1"	"FRIENDS"	"3252"	91	122	2	2	0	4	5	0

"3253-1"	"Same Room"	"M"	"4X"	"INDIAN"	"DIPLOMA"	"DELIVERY"	"ENGLISH"	"ENGLISH"	"3253-2"	"FRIENDS"	"3253"	153	152	3	0	0	0	1	0

"3253-2"	"Same Room"	"M"	"5X"	"INDIAN"	"O-LEVEL"	"LOGISTICS"	"ENGLISH"	"ENGLISH"	"3253-1"	"FRIENDS"	"3253"	239	95	1	0	0	0	0	2

"3254-1"	"Same Room"	"M"	"3X"	"INDIAN"	"N-LEVEL"	"MANAGEMENT"	"ENGLISH"	"ENGLISH"	"3254-2"	"FRIENDS"	"3254"	39	72	1	0	0	0	0	0

"3254-2"	"Same Room"	"F"	"3X"	"INDIAN"	"N-LEVEL"	"HOMEMAKER"	"ENGLISH"	"ENGLISH"	"3254-1"	"FRIENDS"	"3254"	116	157	0	1	0	0	0	2

"3255-1"	"Same Room"	"M"	"3X"	"INDIAN"	"N-LEVEL"	"OPERATIONS"	"ENGLISH"	"ENGLISH"	"3255-2"	"FRIENDS"	"3255"	114	151	0	0	0	0	1	3

"3255-2"	"Same Room"	"M"	"3X"	"INDIAN"	"N-LEVEL"	"PART-TIME"	"ENGLISH"	"ENGLISH"	"3255-1"	"FRIENDS"	"3255"	322	181	0	1	0	0	0	0

"3256-1"	"Same Room"	"F"	"3X"	"MALAY"	"N-LEVEL"	"F&B"	"ENGLISH"	"ENGLISH"	"3256-2"	"FRIENDS"	"3256"	17	33	0	0	0	0	1	0

"3256-2"	"Same Room"	"M"	"3X"	"MALAY"	"PLSE"	"MEDIA"	"ENGLISH"	"ENGLISH"	"3256-1"	"FRIENDS"	"3256"	12	9	0	0	0	0	0	0

"3258-1"	"Same Room"	"M"	"3X"	"INDIAN"	"A-LEVEL"	"F&B"	"ENGLISH"	"ENGLISH"	"3258-2"	"FRIENDS"	"3258"	35	12	0	1	0	0	0	0

"3258-2"	"Same Room"	"F"	"3X"	"INDIAN"	"A-LEVEL"	"F&B"	"ENGLISH"	"ENGLISH"	"3258-1"	"FRIENDS"	"3258"	44	47	1	2	0	1	1	1

"3259-1"	"Same Room"	"M"	"2X"	"CHINESE"	"A-LEVEL"	"MANAGEMENT"	"ENGLISH"	"ENGLISH"	"3259-2"	"FRIENDS"	"3259"	54	64	0	3	0	0	0	1

"3259-2"	"Same Room"	"M"	"3X"	"INDIAN"	"A-LEVEL"	"ENGINEER"	"ENGLISH"	"ENGLISH"	"3259-1"	"FRIENDS"	"3259"	250	256	1	0	0	3	0	0

"3260-1"	"Same Room"	"F"	"3X"	"INDIAN"	"A-LEVEL"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3260-2"	"FRIENDS"	"3260"	39	83	0	1	0	0	0	0

"3260-2"	"Same Room"	"F"	"3X"	"INDIAN"	"A-LEVEL"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3260-1"	"FRIENDS"	"3260"	51	81	6	3	0	1	4	0

"3261-1"	"Same Room"	"M"	"3X"	"INDIAN"	"A-LEVEL"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3261-2"	"FRIENDS"	"3261"	69	85	2	0	0	0	0	0

"3261-2"	"Same Room"	"F"	"3X"	"INDIAN"	"A-LEVEL"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3261-1"	"FRIENDS"	"3261"	85	177	0	1	1	0	0	0

"3262-1"	"Same Room"	"F"	"3X"	"INDIAN"	"A-LEVEL"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3262-2"	"FRIENDS"	"3262"	45	129	0	0	0	0	4	4

"3262-2"	"Same Room"	"F"	"4X"	"INDIAN"	"A-LEVEL"	"HOMEMAKER"	"ENGLISH"	"ENGLISH"	"3262-1"	"FRIENDS"	"3262"	93	153	0	3	0	4	1	2

"3263-1"	"Same Room"	"F"	"3X"	"INDIAN"	"A-LEVEL"	"FREELANCE"	"ENGLISH"	"ENGLISH"	"3263-2"	"FRIENDS"	"3263"	342	215	1	0	1	0	2	2

"3263-2"	"Same Room"	"F"	"3X"	"INDIAN"	"A-LEVEL"	"FREELANCE"	"ENGLISH"	"ENGLISH"	"3263-1"	"FRIENDS"	"3263"	121	77	0	1	0	0	0	1

"3264-1"	"Same Room"	"F"	"3X"	"INDIAN"	"A-LEVEL"	"DRIVER"	"ENGLISH"	"ENGLISH"	"3264-2"	"FRIENDS"	"3264"	56	84	0	0	0	4	2	0

"3264-2"	"Same Room"	"M"	"3X"	"INDIAN"	"A-LEVEL"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3264-1"	"FRIENDS"	"3264"	444	132	0	0	0	8	10	1

"3265-1"	"Same Room"	"M"	"3X"	"INDIAN"	"A-LEVEL"	"MICE"	"ENGLISH"	"ENGLISH"	"3265-2"	"FRIENDS"	"3265"	35	62	0	0	0	0	0	0

"3265-2"	"Same Room"	"M"	"3X"	"INDIAN"	"A-LEVEL"	"LAW & ORDER"	"ENGLISH"	"ENGLISH"	"3265-1"	"FRIENDS"	"3265"	81	75	0	0	0	1	0	0

"3266-1"	"Same Room"	"M"	"3X"	"INDIAN"	"N-LEVEL"	"FREELANCE"	"ENGLISH"	"ENGLISH"	"3266-2"	"FRIENDS"	"3266"	340	397	0	0	0	0	0	0

"3266-2"	"Same Room"	"M"	"3X"	"INDIAN"	"N-LEVEL"	"FREELANCE"	"ENGLISH"	"ENGLISH"	"3266-1"	"FRIENDS"	"3266"	479	91	1	0	0	0	1	1

"3267-1"	"Same Room"	"M"	"3X"	"MALAY"	"DIPLOMA"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3267-2"	"FRIENDS"	"3267"	319	166	1	0	0	2	2	42

"3267-2"	"Same Room"	"M"	"3X"	"MALAY"	"A-LEVEL"	"SELF-EMPLOYED"	"ENGLISH"	"ENGLISH"	"3267-1"	"FRIENDS"	"3267"	292	160	9	9	0	0	9	48

"3271-1"	"Same Room"	"M"	"4X"	"CHINESE"	"DIPLOMA"	"N/A"	"ENGLISH"	"ENGLISH"	"3271-2"	"FRIENDS"	"3271"	282	133	15	1	0	9	0	4

"3271-2"	"Same Room"	"M"	"4X"	"CHINESE"	"DIPLOMA"	"N/A"	"ENGLISH"	"ENGLISH"	"3271-1"	"FRIENDS"	"3271"	95	33	53	6	0	2	3	5

"3272-1"	"Same Room"	"F"	"5X"	"INDIAN"	"BACHELOR"	"N/A"	"ENGLISH"	"ENGLISH"	"3272-2"	"FRIENDS"	"3272"	706	230	0	5	0	0	0	0

"3272-2"	"Same Room"	"F"	"4X"	"INDIAN"	"BACHELOR"	"N/A"	"ENGLISH"	"ENGLISH"	"3272-1"	"FRIENDS"	"3272"	129	270	22	7	3	3	0	5

"3273-1"	"Same Room"	"M"	"4X"	"CHINESE"	"DIPLOMA"	"N/A"	"ENGLISH"	"ENGLISH"	"3273-2"	"FRIENDS"	"3273"	58	56	0	0	0	0	0	1

"3273-2"	"Same Room"	"M"	"4X"	"CHINESE"	"BACHELOR"	"N/A"	"ENGLISH"	"ENGLISH"	"3273-1"	"FRIENDS"	"3273"	190	63	1	11	12	1	3	3

